START graph_PROTEINS_pagerank_curriculum: Sat 20 Jun 2026 11:11:39 PM CST
COMMAND: /root/miniconda3/envs/graphmae/bin/python main_graph.py --dataset PROTEINS --device 0 --use_cfg --mask_strategy pagerank_curriculum --pagerank_mask_ratio 0.25 --pagerank_mask_steps 5 --pagerank_iters 20 --pagerank_damping 0.85 --seeds 0 1 2 3 4 5
2026-06-20 23:11:42,940 - INFO - Using best configs
------ Use best configs ------
Namespace(activation='prelu', alpha_l=1, attn_drop=0.1, batch_size=32, concat_hidden=False, dataset='PROTEINS', decoder='gin', deg4feat=False, degree_mask_power=1.0, degree_mask_ratio=0.3, device=0, drop_edge_rate=0.0, encoder='gin', in_drop=0.2, linear_prob=True, load_model=False, logging=False, loss_fn='sce', lr=0.00015, lr_f=0.001, mask_rate=0.5, mask_strategy='pagerank_curriculum', max_epoch=100, max_epoch_f=30, negative_slope=0.2, norm='batchnorm', num_heads=4, num_hidden=512, num_layers=3, num_out_heads=1, optimizer='adam', pagerank_damping=0.85, pagerank_iters=20, pagerank_mask_ratio=0.25, pagerank_mask_steps=5, pooling='max', replace_rate=0.0, residual=False, save_model=False, scheduler=False, seeds=[0, 1, 2, 3, 4, 5], use_cfg=True, warmup_steps=-1, weight_decay=0.0, weight_decay_f=0.0)
Use node label as node features
******** # Num Graphs: 1113, # Num Feat: 3, # Num Classes: 2 ********
####### Run 0 for seed 0

  0%|          | 0/100 [00:00<?, ?it/s]/root/miniconda3/envs/graphmae/lib/python3.8/site-packages/dgl/backend/pytorch/tensor.py:352: UserWarning: TypedStorage is deprecated. It will be removed in the future and UntypedStorage will be the only storage class. This should only matter to you if you are using storages directly.  To access UntypedStorage directly, use tensor.untyped_storage() instead of tensor.storage()
  assert input.numel() == input.storage().size(), "Cannot convert view " \

Epoch 0 | train_loss: 0.3804:   0%|          | 0/100 [00:01<?, ?it/s]
Epoch 0 | train_loss: 0.3804:   1%|          | 1/100 [00:01<01:53,  1.15s/it]
Epoch 1 | train_loss: 0.2900:   1%|          | 1/100 [00:01<01:53,  1.15s/it]
Epoch 1 | train_loss: 0.2900:   2%|▏         | 2/100 [00:01<01:32,  1.06it/s]
Epoch 2 | train_loss: 0.2714:   2%|▏         | 2/100 [00:02<01:32,  1.06it/s]
Epoch 2 | train_loss: 0.2714:   3%|▎         | 3/100 [00:02<01:25,  1.13it/s]
Epoch 3 | train_loss: 0.2689:   3%|▎         | 3/100 [00:03<01:25,  1.13it/s]
Epoch 3 | train_loss: 0.2689:   4%|▍         | 4/100 [00:03<01:13,  1.30it/s]
Epoch 4 | train_loss: 0.2693:   4%|▍         | 4/100 [00:04<01:13,  1.30it/s]
Epoch 4 | train_loss: 0.2693:   5%|▌         | 5/100 [00:04<01:10,  1.34it/s]
Epoch 5 | train_loss: 0.2637:   5%|▌         | 5/100 [00:04<01:10,  1.34it/s]
Epoch 5 | train_loss: 0.2637:   6%|▌         | 6/100 [00:04<01:11,  1.31it/s]
Epoch 6 | train_loss: 0.2666:   6%|▌         | 6/100 [00:05<01:11,  1.31it/s]
Epoch 6 | train_loss: 0.2666:   7%|▋         | 7/100 [00:05<01:12,  1.28it/s]
Epoch 7 | train_loss: 0.2646:   7%|▋         | 7/100 [00:06<01:12,  1.28it/s]
Epoch 7 | train_loss: 0.2646:   8%|▊         | 8/100 [00:06<01:13,  1.26it/s]
Epoch 8 | train_loss: 0.2624:   8%|▊         | 8/100 [00:07<01:13,  1.26it/s]
Epoch 8 | train_loss: 0.2624:   9%|▉         | 9/100 [00:07<01:11,  1.27it/s]
Epoch 9 | train_loss: 0.2609:   9%|▉         | 9/100 [00:08<01:11,  1.27it/s]
Epoch 9 | train_loss: 0.2609:  10%|█         | 10/100 [00:08<01:09,  1.29it/s]
